,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
404,SCRT/USDT,2024-09-28,0.1996,1.6293279022403302,-0.5480817140009915,-3.4816247582205087,-7.720758206195097,-15.351993214588639,-1.8199704869650808,18931.84968098,312.0,SCRT/USDT,4.0,"['Osmosis', 'Secret']","['DeFi', 'Privacy']","['DPoS', 'Platform', 'Collectibles & NFTs', 'DeFi', 'Privacy', 'Zero Knowledge Proofs', 'Smart Contracts', 'Staking', 'Cosmos', 'Arrington XRP Capital Portfolio', 'DeFiance Capital Portfolio', 'Coinfund Portfolio', 'DragonFly Capital Portfolio', 'Fenbushi Capital Portfolio', 'Hashkey Capital Portfolio', 'Huobi Capital Portfolio', 'Animoca Brands Portfolio']",https://coinmarketcap.com/currencies/secret,No tags available for this,No tags available for this,2020-05-19,"['Cosmos Ecosystem', 'Injective Ecosystem']",secret
678,LL/USDT,2024-09-24,0.02017,1.1027568922305837,-0.5424063116370759,-0.5424063116370759,-0.5424063116370759,-9.389038634321645,-0.8357915437561456,131964.661973,,,,,,,,,,,,
225,DYDX/USDT,2024-09-30,0.9627,0.9754562617998714,-0.5372455832214054,-3.4983961507618324,-6.004686584651435,-13.480722566729577,-1.1905983783229042,82521.50652097,2430.0,DYDX/USDT,no rating found,['Osmosis'],No tags available,,https://coinmarketcap.com/currencies/dydx-chain,No tags available,No tags available,2021-08-03,No tags available,dydx-chain
9,FTM/USDT,2024-10-15,0.73453,2.555045167055273,-0.5321886087262667,-4.219640365632613,-6.2764762925534585,-6.2764762925534585,-1.6364245061935063,2998098.581627516424,61.0,FTM/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)', 'BNB Beacon Chain (BEP2)', 'Solana', 'Celo']","['Platform', 'DeFi', 'Scaling', 'Smart Contracts', 'Layer 1']",,https://coinmarketcap.com/currencies/fantom,No tags available for this,No tags available for this,2018-10-29,"['Fantom Ecosystem', 'Injective Ecosystem']",fantom
313,LINA/USDT,2024-09-30,0.003925,3.8634559407250557,-0.5321844906234209,-3.680981595092024,-6.4362336114422,-18.126825198164372,-0.6329113924050813,32187.9499521371,459.0,LINA/USDT,no rating found,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Decentralized Exchange (DEX) Token', 'DeFi', 'Yield Farming', 'Binance Launchpad', 'CMS Holdings Portfolio', 'Kenetic Capital Portfolio', 'Alameda Research Portfolio']",,https://coinmarketcap.com/currencies/linear,No tags available for this,No tags available for this,2020-09-18,['BNB Chain'],linear
8,ETN/USDT,2024-10-01,0.002266,4.327808471454876,-0.526777875329249,-0.526777875329249,-0.526777875329249,-24.087102177554442,-0.8315098468271489,12814.648623,587.0,ETN/USDT,3.8,[],['Wallet'],,https://coinmarketcap.com/currencies/electroneum,No tags available for this,['Mineable'],2017-11-02,No tags available for this,electroneum
51,SUKU/USDT,2024-09-28,0.06247,0.38566607745459935,-0.5254777070063646,-4.2752068648483,-4.2752068648483,-21.024020227560055,-0.604614160700088,31578.148832262,971.0,SUKU/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']",['DeFi'],"['Marketplace', 'Collectibles & NFTs', 'DeFi', 'Entertainment', 'Interoperability', 'Scaling', 'Ethereum Ecosystem', 'Social Token', 'Metaverse', 'Web3', 'Token']",https://coinmarketcap.com/currencies/suku,No tags available for this,No tags available for this,2020-08-04,No tags available for this,suku
542,SATS/USDT,2024-09-28,2.842e-07,2.156721782890017,-0.525026251312568,-1.796821008984094,-6.6053236937232915,-24.051309460181717,-1.4563106796116496,154940.25715339707483,2222.0,SATS/USDT,3.1,['Ordinals-BRC20'],['BRC-20'],['Bitcoin Ecosystem'],https://coinmarketcap.com/currencies/sats-ordinals,No tags available for this,No tags available for this,2023-09-29,No tags available for this,sats-ordinals
258,INJ/USDT,2024-10-01,22.031,3.020808978255774,-0.5192811342906257,-4.192215699065024,-4.192215699065024,-11.308373590982292,-1.3610924557868906,1819227.4834734917,32.0,INJ/USDT,4.5,"['INJECTIVE', 'Osmosis', 'BNB Smart Chain (BEP20)', 'Ethereum']","['Platform', 'DeFi', 'Smart Contracts', 'Binance Launchpad', 'Binance Labs Portfolio', 'CMS Holdings Portfolio', 'Pantera Capital Portfolio']","['PoS', 'Platform', 'Cosmos Ecosystem', 'AI & Big Data', 'Collectibles & NFTs', 'DeFi', 'Interoperability', 'Smart Contracts', 'Binance Launchpad', 'CMS Holdings Portfolio', 'Pantera Capital Portfolio', 'Cross-Chain', 'Injective Ecosystem', 'Real World Assets']",https://coinmarketcap.com/currencies/injective,['PoS'],No tags available for this,2020-09-29,"['Cosmos Ecosystem', 'Cosmos', 'BNB Smart Chain', 'Injective Ecosystem']",injective
373,VOXEL/USDT,2024-09-30,0.1544,3.070761014686262,-0.51546391752577,-1.1523687580025583,-4.158907510862808,-18.22033898305084,-0.8349389852279997,6138.52949067,664.0,VOXEL/USDT,4.3,['Polygon'],"['Collectibles & NFTs', 'Binance Launchpad', 'Play To Earn']",,https://coinmarketcap.com/currencies/voxies,No tags available for this,No tags available for this,2021-12-14,No tags available for this,voxies
545,RATS/USDT,2024-09-28,0.000128,5.706499298042778,-0.5129799471475288,-3.8244796754076145,-12.996193583469273,-25.407925407925408,-1.4929967677389553,121895.156123607989,2254.0,RATS/USDT,3.6,['BNB Smart Chain (BEP20)'],No tags available,,https://coinmarketcap.com/currencies/ratscoin,No tags available,No tags available,2022-03-28,No tags available,ratscoin
155,XDC/USDT,2024-09-30,0.0277,0.2533478103510699,-0.5028735632183953,-0.5028735632183953,-3.4506796793307815,-6.3556457065584855,-0.7879656160458505,254183.906058721,86.0,XDC/USDT,3.1,[],"['Smart Contracts', 'Layer 1']","['DPoS', 'PoS', 'DeFi', 'Masternodes', 'Smart Contracts']",https://coinmarketcap.com/currencies/xdc-network,No tags available for this,No tags available for this,2018-04-12,['XDC Ecosystem'],xdc-network
539,TOKEN/USDT,2024-09-28,0.04955,4.315789473684203,-0.5020080321285145,-1.9976265822784889,-9.082568807339456,-27.250036705329624,-1.216108452950571,255680.773586172,565.0,TOKEN/USDT,no rating found,"['BNB Smart Chain (BEP20)', 'Ethereum']","['DeFi', 'Smart Contracts', 'DAO', 'Social Token', 'Tokenized Stock', 'Governance', 'Launchpad', 'Analytics', 'Generative AI', 'Real World Assets', 'Telegram Bot', 'DWF Labs Portfolio', 'Discord Bots']",,https://coinmarketcap.com/currencies/tokenfi,No tags available for this,No tags available for this,2023-10-27,"['Ethereum Ecosystem', 'Binance Chain', 'BNB Smart Chain']",tokenfi
342,HBB/USDT,2024-09-29,0.07342,0.8655035032284732,-0.5014229570402431,-1.4628908871292545,-8.121636841446623,-25.23421588594704,-1.897381079636564,3784.258928069,2404.0,HBB/USDT,3.5,['Solana'],"['DeFi', 'DApp', 'Lending & Borrowing', 'SolRazr']",,https://coinmarketcap.com/currencies/hubble-protocol,No tags available for this,No tags available for this,2021-12-29,['Solana Ecosystem'],hubble-protocol
330,IOTA/USDT,2024-09-28,0.1196,1.700680272108845,-0.4991680532445951,-5.678233438485803,-10.545998504113697,-20.478723404255323,-0.5818786367414847,55860.03268717,73.0,IOTA/USDT,3.8,[],['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/iota,['DAG'],No tags available for this,2017-06-13,No tags available for this,iota
391,BSW/USDT,2024-09-22,0.0602,2.555366269165237,-0.49586776859504406,-0.8237232289950585,-5.49450549450551,-19.41097724230255,-0.49586776859504406,20643.05235838,528.0,BSW/USDT,4.1,['BNB Smart Chain (BEP20)'],"['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Staking', 'Yield Farming', 'AMM', 'DEX', 'Metaverse', 'Play To Earn']",,https://coinmarketcap.com/currencies/biswap,No tags available for this,No tags available for this,2021-07-02,['BNB Chain'],biswap
400,MBL/USDT,2024-09-24,0.002815,1.0046645138141304,-0.4948745139625353,-0.880281690140855,-0.880281690140855,-8.156606851549762,-0.880281690140855,347032.4314069821,375.0,MBL/USDT,4.0,['ONT'],['DWF Labs Portfolio'],"['Art', 'Media', 'Entertainment', 'Video', 'Ontology Ecosystem']",https://coinmarketcap.com/currencies/moviebloc,No tags available for this,No tags available for this,2019-06-21,No tags available for this,moviebloc
255,NAKA/USDT,2024-09-25,1.168,9.35305682988483,-0.49412165615948433,-0.49412165615948433,-0.8236392969347068,-20.80282072145377,-1.7413981660637807,1107018.408234,272.0,NAKA/USDT,4.1,['Polygon'],"['Collectibles & NFTs', 'Metaverse', 'Play To Earn', 'VBC Ventures Portfolio']",,https://coinmarketcap.com/currencies/nakamoto-games,No tags available for this,No tags available for this,2021-10-14,No tags available for this,nakamoto-games
39,XDB/USDT,2024-09-27,0.0002618,0.5376344086021636,-0.4941087039148527,-2.3498694516971246,-4.347826086956509,-22.8411435307987,-1.5048908954100784,1242360.2082948,935.0,XDB/USDT,3.6,[],No tags available,"['mFBA', 'Platform', 'Stellar', 'Web3']",https://coinmarketcap.com/currencies/digitalbits,No tags available,No tags available,2019-09-13,No tags available,digitalbits
607,DMAIL/USDT,2024-09-30,0.2827,3.288271830471322,-0.4927842309046153,-1.5325670498084343,-1.9424210891432516,-15.054086538461533,-0.4927842309046153,271857.26457474,,,,,,,,,,,,
611,DEFI/USDT,2024-10-08,0.0202,5.759162303664923,-0.4926108374384207,-8.18181818181818,-8.18181818181818,-18.21862348178138,-1.9417475728155391,22770.23007482,7756.0,DEFI/USDT,3.3,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/defi,No tags available,No tags available,2019-08-22,No tags available,defi
57,CKB/USDT,2024-09-18,0.014992,3.5359116022099473,-0.4911721757599855,-2.313155665602394,-5.544354838709681,-22.757483641609557,-0.7415254237288086,127652.1353816203,268.0,CKB/USDT,4.4,[],"['Platform', 'Collectibles & NFTs', 'DeFi', 'Interoperability', 'Scaling', 'Smart Contracts', 'DAO', 'Polychain Capital Portfolio', 'Rollups', 'Blockchain Capital Portfolio', 'CMS Holdings Portfolio', 'DragonFly Capital Portfolio', 'Electric Capital Portfolio', 'Hashkey Capital Portfolio', 'Huobi Capital Portfolio', '1Confirmation Portfolio', 'Multicoin Capital Portfolio']",,https://coinmarketcap.com/currencies/nervos-network,['PoW'],['Mineable'],2019-11-19,No tags available for this,nervos-network
477,LQTY/USDT,2024-09-25,0.8316,6.861989205859677,-0.4906066770372134,-2.5087924970691646,-6.319702602230487,-19.61333977767037,-1.258608406554256,22036.99586706,293.0,LQTY/USDT,3.8,['Ethereum'],['DeFi'],,https://coinmarketcap.com/currencies/liquity,No tags available for this,No tags available for this,2020-10-16,No tags available for this,liquity
695,NLK/USDT,2024-09-21,0.01224,6.0658578856152445,-0.4878048780487888,-1.0509296685529639,-1.0509296685529639,-20.571057754704743,-0.5686433793663739,48088.36726,,,,,,,,,,,,
130,IOST/USDT,2024-09-28,0.005105,2.9856768206576674,-0.4873294346978528,-2.390057361376675,-3.2227488151658767,-13.19503485801734,-0.4873294346978528,10621.02090834,193.0,IOST/USDT,4.0,[],['Huobi Capital Portfolio'],,https://coinmarketcap.com/currencies/iostoken,No tags available for this,No tags available for this,2018-01-16,No tags available for this,iostoken
25,LUNA/USDT,2024-09-29,0.3684,1.5155690272802438,-0.48622366288491853,-1.4182499331014107,-2.7711797307996857,-24.708767627222564,-1.1802575107296176,234259.31628965,97.0,LUNA/USDT,no rating found,['Osmosis'],['Alleged SEC Securities'],,https://coinmarketcap.com/currencies/terra-luna-v2,No tags available for this,No tags available for this,2022-05-26,No tags available for this,terra-luna-v2
380,XWG/USDT,2024-10-14,0.0004112,4.817741524343621,-0.4840271055179077,-0.4840271055179077,-9.546854377474697,-9.546854377474697,-4.372093023255807,8822.0749726207,1085.0,XWG/USDT,3.8,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Arbitrum']","['Collectibles & NFTs', 'Play To Earn']","['Platform', 'Collectibles & NFTs', 'DAO']",https://coinmarketcap.com/currencies/x-world-games,No tags available for this,No tags available for this,2021-04-27,['BNB Chain'],x-world-games
680,SAFE/USDT,2024-09-28,0.948,3.5386631716906933,-0.48288893554482976,-0.48288893554482976,-2.4088943792464574,-9.688482423549596,-0.7745446933221763,115879.664899,1315.0,SAFE/USDT,3.1,[],No tags available,"['PoS', 'DeFi', 'E-commerce', 'Solana Ecosystem', 'Web3']",https://coinmarketcap.com/currencies/safecoin,No tags available,No tags available,2019-03-18,No tags available,safecoin
30,KPOL/USDT,2024-10-08,0.0029,-0.13774104683195926,-0.4804392587508622,-6.9020866773675875,-16.015059368664932,-19.444444444444446,-0.9562841530054729,12450.9666211434,,,,,,,,,,,,
468,SYN/USDT,2024-10-15,0.6255,10.884594929976936,-0.4773269689737475,-0.4773269689737475,-3.008218328423024,-3.008218328423024,-1.106719367588934,44337.67005716,470.0,SYN/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Fantom', 'Polygon', 'Avalanche C-Chain', 'Optimism', 'Harmony', 'Arbitrum', 'Moonriver', 'Boba Network', 'Aurora']","['Interoperability', 'Three Arrows Capital Portfolio']","['DeFi', 'Interoperability', 'DAO', 'Layer 2', 'Rollups', 'Cross-Chain']",https://coinmarketcap.com/currencies/synapse-2,No tags available for this,No tags available for this,2021-09-26,"['Olympus Pro Ecosystem', 'Arbitrum Ecosystem', 'Optimism Ecosystem']",synapse-2
293,NUM/USDT,2024-09-30,0.04391,1.6670525584626033,-0.47597461468722085,-0.9027307605506759,-2.0521971893821194,-15.590157631680121,-1.2148481439820151,33187.768871396,709.0,NUM/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)']",['DAO Maker'],"['Asset Management', 'Art', 'Platform', 'AI & Big Data']",https://coinmarketcap.com/currencies/numbers-protocol,No tags available for this,No tags available for this,2021-10-29,['BNB Chain'],numbers-protocol
442,AMB/USDT,2024-09-27,0.00631,6.768189509306248,-0.4731861198738251,-3.2208588957055238,-4.682779456193359,-27.63761467889909,-0.4731861198738251,23970.180492732,692.0,AMB/USDT,3.9,[],"['Platform', 'DeFi', 'Governance', 'DWF Labs Portfolio']","['Platform', 'DeFi', 'Smart Contracts', 'Staking', 'DAO', 'Governance', 'DeFi 2.0', 'Cross-Chain', 'Layer 1', 'DWF Labs Portfolio']",https://coinmarketcap.com/currencies/airdao,No tags available for this,No tags available for this,2017-10-23,No tags available for this,airdao
260,AR/USDT,2024-09-27,18.989,3.4259259259259336,-0.47172283662665676,-4.668909081781212,-8.252403730009172,-22.354432450114487,-0.7474388459126107,368473.1062387,85.0,AR/USDT,4.0,[],"['Storage', 'Coinbase Ventures Portfolio', 'Arrington XRP Capital Portfolio', 'Blockchain Capital Portfolio', 'a16z Portfolio', 'Multicoin Capital Portfolio', 'eGirl Capital Portfolio']",,https://coinmarketcap.com/currencies/arweave,No tags available for this,No tags available for this,2020-05-27,['Solana Ecosystem'],arweave
494,KAS/USDT,2024-09-19,0.13082,5.076305220883528,-0.47169811320755434,-2.959721088940005,-7.2593222742095564,-25.97329108193753,-1.520626317374301,4401137.4411705627504,30.0,KAS/USDT,no rating found,[],"['Store Of Value', 'Polychain Capital Portfolio', 'Layer 1']",,https://coinmarketcap.com/currencies/kaspa,"['DAG', 'PoW']",['Mineable'],2022-06-01,No tags available for this,kaspa
683,REZ/USDT,2024-10-01,0.0423,4.962779156327531,-0.4705882352941311,-4.298642533936665,-9.227467811158808,-14.545454545454556,-0.9367681498829146,40406.29437,,,,,,,,,,,,
343,CVX/USDT,2024-09-21,1.8264,1.7606418542456024,-0.46866485013623654,-0.7283400369605435,-4.506953884764197,-20.670633714111965,-8.652595778733623,43897.46531701,137.0,CVX/USDT,3.8,"['Ethereum', 'Solana']","['DeFi', 'Yield Aggregator']",,https://coinmarketcap.com/currencies/convex-finance,No tags available for this,No tags available for this,2021-05-18,No tags available for this,convex-finance
625,BCUT/USDT,2024-10-01,0.02551,-0.19561815336462426,-0.4682013265704198,-3.040668947168372,-3.8809344385832687,-15.529801324503309,-0.9320388349514452,427666.391416053,,,,,,,,,,,,
699,MON/USDT,2024-09-28,0.1073,3.2723772858517806,-0.46382189239332133,-5.128205128205128,-11.759868421052627,-33.51920693928128,-0.7400555041628077,285331.408626,4907.0,MON/USDT,3.1,['BNB Smart Chain (BEP20)'],"['Collectibles & NFTs', 'Metaverse', 'Play To Earn']","['Collectibles & NFTs', 'Gaming', 'Entertainment', 'Mobile', 'BNB Smart Chain', 'Governance', 'Metaverse', 'Play To Earn', 'Gaming Guild']",https://coinmarketcap.com/currencies/medamon,No tags available for this,No tags available for this,2022-04-18,No tags available for this,medamon
407,LUNC/USDT,2024-09-29,9.073e-05,2.047013834214366,-0.46077893582009094,-0.88485907799869,-1.839229687330954,-16.1770140428677,-1.0362129144851762,412882.856738822904,68.0,LUNC/USDT,no rating found,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Solana', 'Terra Classic', 'Polygon', 'Avalanche C-Chain', 'Osmosis', 'Secret']","['Store Of Value', 'DeFi', 'Coinbase Ventures Portfolio', 'Binance Labs Portfolio', 'Arrington XRP Capital Portfolio', 'Hashkey Capital Portfolio', 'Kenetic Capital Portfolio', 'Huobi Capital Portfolio', 'Pantera Capital Portfolio', 'SEC Security Token', 'Alleged SEC Securities']",,https://coinmarketcap.com/currencies/terra-luna,No tags available for this,No tags available for this,2019-07-26,"['Cosmos Ecosystem', 'Solana Ecosystem', 'Terra Ecosystem', 'Injective Ecosystem']",terra-luna
600,MANTA/USDT,2024-09-27,0.7787,3.16640169581345,-0.460181516042445,-6.022206130823082,-8.377456171314277,-19.88683127572017,-1.1049022098044248,486098.38624577,,,,,,,,,,,,
235,PBX/USDT,2024-09-28,0.0006953,1.8008784773060071,-0.4581245526127372,-7.03302580558898,-7.03302580558898,-31.26050420168067,-1.6409676050360669,346888.63515187063,873.0,PBX/USDT,4.0,"['Ethereum', 'Cardano', 'Arbitrum']",No tags available,,https://coinmarketcap.com/currencies/paribus,No tags available,No tags available,2021-08-23,No tags available,paribus
762,SKY/USDT,2024-10-02,0.05041,-0.07928642220019498,-0.45418641390204206,-8.660989309657545,-15.546992796113246,,-0.532754538279399,21001.749166,5063.0,SKY/USDT,2.7,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/the-skytoken,No tags available,No tags available,2023-03-22,No tags available,the-skytoken
254,AGLD/USDT,2024-10-15,1.1881,7.598261184568001,-0.45245077503142617,-0.45245077503142617,-0.9256170780520437,-0.9256170780520437,-1.9233944196797175,41150.95130939,411.0,AGLD/USDT,4.5,['Ethereum'],['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/adventure-gold,No tags available for this,No tags available for this,2021-09-02,No tags available for this,adventure-gold
504,LADYS/USDT,2024-09-27,8.95e-08,7.961399276236437,-0.44493882091212855,-0.44493882091212855,-11.122144985104265,-14.354066985645936,-0.7760532150776049,72663.7749084734,322.0,LADYS/USDT,4.0,"['Ethereum', 'Arbitrum']",No tags available for this,,https://coinmarketcap.com/currencies/milady-meme-coin,No tags available for this,No tags available for this,2023-05-08,No tags available for this,milady-meme-coin
