,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
396,SIN/USDT,2024-09-28,0.003341,-1.5325670498084407,-3.215527230590974,-3.662053056516735,-11.261620185922983,-19.416304872165956,-8.740781207320415,6071.0936405222,1055.0,SIN/USDT,3.8,['BNB Smart Chain (BEP20)'],"['Metaverse', 'PolkaFoundry Red Kite', 'BullPerks Launchpad', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/sincity-token,No tags available for this,No tags available for this,2021-10-17,No tags available for this,sincity-token
727,DOP/USDT,2024-10-17,0.00243,11.5702479338843,-3.1872509960159445,-29.829627490615074,-29.829627490615074,-29.829627490615074,-7.003444316877153,2076172.081334,2017.0,DOP/USDT,3.6,['Ethereum'],"['Collectibles & NFTs', 'DeFi', 'Polkastarter']",,https://coinmarketcap.com/currencies/drops,No tags available for this,No tags available for this,2021-05-10,No tags available for this,drops
626,TADA/USDT,2024-09-19,0.0278,-3.1358885017421656,-3.1358885017421656,-8.852459016393446,-9.150326797385624,-21.246458923512748,-7.333333333333336,108165.34031195,,,,,,,,,,,,
751,ORDER/USDT,2024-09-20,0.11534,0.6018316615787145,-3.0837744727333893,-9.1739507047799,-18.006682306106487,-43.04197530864198,-3.2788259958071255,356230.367616,,,,,,,,,,,,
332,GGG/USDT,2024-09-25,0.03795,-1.2490241998438754,-3.065134099616858,-14.757412398921833,-14.757412398921833,-35.927739321289884,-6.687976395377429,50046.702786479,2519.0,GGG/USDT,3.9,['BNB Smart Chain (BEP20)'],"['Gaming Guild', 'OKEx Blockdream Ventures Portfolio']",,https://coinmarketcap.com/currencies/good-games-guild,No tags available for this,No tags available for this,2021-10-21,No tags available for this,good-games-guild
655,ENA/USDT,2024-10-15,0.4211,10.380078636959363,-3.017042837402119,-5.2430243024302525,-7.895888013998255,-7.895888013998255,-4.425783023150254,5521449.571165,,,,,,,,,,,,
633,QORPO/USDT,2024-09-27,0.11403,-2.961450089354095,-2.961450089354095,-9.964469009080146,-9.964469009080146,-41.58299180327869,-3.429878048780486,14924.315428181,,,,,,,,,,,,
86,PRE/USDT,2024-09-21,0.00765,-2.9311001141987205,-2.9557275149054894,-5.345211581291771,-12.330964932385971,-26.484720353642132,-6.467783347597515,8421.7014864721,827.0,PRE/USDT,4.2,['Ethereum'],['Platform'],,https://coinmarketcap.com/currencies/presearch,No tags available for this,No tags available for this,2017-12-05,No tags available for this,presearch
431,XETA/USDT,2024-09-29,0.0023,0.0,-2.953586497890303,-5.737704918032784,-8.366533864541838,-58.18181818181818,-2.953586497890303,33392.830739758,2280.0,XETA/USDT,3.7,"['Avalanche C-Chain', 'BNB Smart Chain (BEP20)', 'Ethereum']",No tags available for this,,https://coinmarketcap.com/currencies/xana,No tags available for this,No tags available for this,2022-05-25,No tags available for this,xana
694,FURY/USDT,2024-09-27,0.1383,-2.947368421052619,-2.947368421052619,-6.364251861882188,-6.364251861882188,-14.787430683918664,-2.947368421052619,180302.590762,,,,,,,,,,,,
619,DYM/USDT,2024-09-25,1.803,6.340312592155701,-2.902687274489744,-2.902687274489744,-6.4300171259536105,-14.065106524951151,-4.3247545768108315,167766.85812284,,,,,,,,,,,,
437,EUL/USDT,2024-09-23,2.889,-2.5632377740303567,-2.890756302521018,-9.85959438377536,-9.85959438377536,-40.04980286366467,-7.106109324758846,24223.5034271,2584.0,EUL/USDT,3.6,['Ethereum'],['Paradigm Portfolio'],"['DeFi', 'Lending & Borrowing', 'Paradigm Portfolio']",https://coinmarketcap.com/currencies/euler-finance,No tags available for this,No tags available for this,2021-11-10,No tags available for this,euler-finance
587,1CAT/USDT,2024-09-27,0.001848,0.054141851651333665,-2.8901734104046204,-12.167300380228134,-15.345854328905176,-17.49999999999999,-3.1953902566788934,38086.0509574898,,,,,,,,,,,,
726,MOG/USDT,2024-10-18,2.098e-06,6.443429731100976,-2.8703703703703702,-2.8703703703703702,-2.8703703703703702,-2.8703703703703702,-4.462659380692156,1569243.764353732,2499.0,MOG/USDT,3.3,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/mog-coin,No tags available,No tags available,2023-07-21,No tags available,mog-coin
458,FLOKI/USDT,2024-09-27,0.0001524,7.172995780590721,-2.8680688336520084,-2.8680688336520084,-2.8680688336520084,-12.614678899082579,-4.511278195488729,2579557.852045349111436,130.0,FLOKI/USDT,4.6,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Metaverse', 'Doggone Doggerel', 'Play To Earn', 'DWF Labs Portfolio']","['Education', 'Marketplace', 'Collectibles & NFTs', 'DeFi', 'DAO', 'Ethereum Ecosystem', 'Play To Earn', 'Cross-Chain', 'BNB Chain']",https://coinmarketcap.com/currencies/floki-inu,No tags available for this,No tags available for this,2021-07-09,['BNB Chain'],floki-inu
360,BNC/USDT,2024-09-25,0.1874,-0.15982951518380112,-2.851218247796774,-3.650385604113108,-5.781799899446949,-17.079646017699112,-3.10237849017579,254613.75940135,889.0,BNC/USDT,4.1,[],"['DeFi', 'Derivatives', 'Substrate', 'Yield Farming', 'Lending & Borrowing', 'Liquid Staking Derivatives', 'DWF Labs Portfolio']","['DPoS', 'Derivatives', 'Discount Token', 'Sharding', 'Smart Contracts', 'Staking', 'Substrate', 'Polkadot Ecosystem', 'Governance', 'Lending & Borrowing', 'ETH 2.0 Staking', 'CMS Holdings Portfolio', 'Web3', 'DeFi 2.0']",https://coinmarketcap.com/currencies/bifrost-bnc,No tags available for this,No tags available for this,2021-03-06,"['Polkadot', 'Polkadot Ecosystem']",bifrost-bnc
759,TURBO/USDT,2024-10-16,0.010329,2.725012431626056,-2.8498871331828552,-17.209041359410065,-19.102443609022558,-19.102443609022558,-4.942020982882394,3532019.30680744263356,527.0,TURBO/USDT,4.0,['Ethereum'],No tags available for this,,https://coinmarketcap.com/currencies/turbo,No tags available for this,No tags available for this,2023-05-04,No tags available for this,turbo
650,BEFI/USDT,2024-09-29,0.01708,-1.7261219792865257,-2.8441410693970255,-10.669456066945607,-10.669456066945607,-37.80043699927166,-2.8441410693970255,6417.6791917,,,,,,,,,,,,
584,MYRO/USDT,2024-10-15,0.11306,3.2228613165342748,-2.8360261258164416,-6.954160151427876,-14.72318600090512,-14.72318600090512,-3.7787234042553184,1727825.492812686,658.0,MYRO/USDT,3.0,['Solana'],['Doggone Doggerel'],,https://coinmarketcap.com/currencies/myro,No tags available for this,No tags available for this,2023-11-11,['Solana Ecosystem'],myro
777,CHO/USDT,2024-10-10,0.0206,5.2093973442288055,-2.8301886792452824,-8.035714285714283,-19.247353978831836,,-3.7832788416627663,45232.646182,1353.0,CHO/USDT,3.7,"['Ethereum', 'Solana']","['DeFi', 'DAO']",,https://coinmarketcap.com/currencies/choise,No tags available for this,No tags available for this,2022-03-24,['Solana Ecosystem'],choise
219,STORJ/USDT,2024-10-18,0.6376,12.233761661679262,-2.819692120103654,-2.819692120103654,-2.819692120103654,-2.819692120103654,-4.508012580500227,719538.24869861,131.0,STORJ/USDT,4.3,['Ethereum'],"['Platform', 'Storage']",,https://coinmarketcap.com/currencies/storj,No tags available for this,No tags available for this,2017-07-02,No tags available for this,storj
6,XMR/USDT,2024-09-21,158.57,1.154631283490688,-2.7714758722178,-2.7714758722178,-2.7714758722178,-11.215005599104144,-3.7686612452967645,8173836.5372489161,26.0,XMR/USDT,3.8,['Secret'],"['Privacy', 'RingCT', 'BoostVC Portfolio', 'Electric Capital Portfolio', 'Galaxy Digital Portfolio']",,https://coinmarketcap.com/currencies/monero,['PoW'],['Mineable'],2014-05-21,No tags available for this,monero
753,SUNDOG/USDT,2024-09-27,0.21872,2.791615753360279,-2.769504334296516,-8.969076455654061,-14.338307288606902,-40.67966694692306,-2.8645023759825956,8040586.190868392,,,,,,,,,,,,
163,TLOS/USDT,2024-10-17,0.32031,-1.9949209068934999,-2.7625147991864236,-5.0483192031778,-5.0483192031778,-5.0483192031778,-2.936363636363646,65506.486707371,615.0,TLOS/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Telos']","['Collectibles & NFTs', 'DeFi', 'Zero Knowledge Proofs', 'Smart Contracts']","['DPoS', 'Agriculture', 'Gambling', 'Platform', 'Communications & Social Media', 'AI & Big Data', 'Collectibles & NFTs', 'DeFi', 'Privacy', 'Zero Knowledge Proofs', 'Filesharing', 'Gaming', 'IoT', 'Music', 'Payments', 'Scaling', 'Sharing Economy', 'Smart Contracts', 'DAO', 'Ethereum Ecosystem', 'Software', 'Metaverse', 'Web3']",https://coinmarketcap.com/currencies/telos,No tags available for this,No tags available for this,2019-09-17,['BNB Chain'],telos
228,EQX/USDT,2024-10-15,0.00318,-2.722545120832062,-2.722545120832062,-6.553041434028802,-14.447134786117829,-14.447134786117829,-2.752293577981645,3383.9411581001,2836.0,EQX/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'Staking', 'Yield Farming', 'Yield Aggregator', 'Lending & Borrowing', 'Metaverse']",,https://coinmarketcap.com/currencies/eqifi,No tags available for this,No tags available for this,2021-06-16,"['Ethereum Ecosystem', 'BNB Chain']",eqifi
690,PIT/USDT,2024-09-27,3.31e-10,-0.8982035928143682,-2.6470588235294175,-2.6470588235294175,-3.216374269005852,-18.06930693069307,-2.932551319648099,3279.491152150609,784.0,PIT/USDT,4.0,['BNB Smart Chain (BEP20)'],No tags available for this,,https://coinmarketcap.com/currencies/pitbull,No tags available for this,No tags available for this,2021-04-08,['BNB Chain'],pitbull
372,NYM/USDT,2024-09-29,0.0701,-2.6388888888888875,-2.6388888888888875,-6.032171581769442,-6.28342245989306,-17.334905660377366,-3.042876901798074,82098.6018895,326.0,NYM/USDT,3.4,['Ethereum'],['Privacy'],"['Binance Labs Portfolio', 'DCG Portfolio', 'a16z Portfolio', 'Web3']",https://coinmarketcap.com/currencies/nym,No tags available for this,No tags available for this,2022-01-24,No tags available for this,nym
577,TAO/USDT,2024-10-12,577.93,-0.5352471430538369,-2.5774586156906505,-7.884921899904372,-14.82365772059366,-14.82365772059366,-3.430471543628661,5438440.444512,208.0,TAO/USDT,3.8,[],"['Oracles', 'DAO', 'Polychain Capital Portfolio', 'DCG Portfolio', 'Opensource', 'Generative AI']",,https://coinmarketcap.com/currencies/bittensor,No tags available for this,No tags available for this,2023-03-06,['Polkadot Ecosystem'],bittensor
691,LFT/USDT,2024-09-29,0.01517,-2.1290322580645187,-2.5690430314707835,-5.834885164494103,-7.217125382262999,-21.317427385892113,-3.128991060025548,21287.420575,,,,,,,,,,,,
326,ADS/USDT,2024-09-21,0.1835,-2.5491237387148162,-2.5491237387148162,-6.138107416879801,-18.98454746136866,-26.482371794871796,-3.0639197041732698,26823.792541,808.0,ADS/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon']",['Metaverse'],"['Marketing', 'Marketplace', 'AI & Big Data', 'Gaming', 'Web3']",https://coinmarketcap.com/currencies/adshares,No tags available for this,No tags available for this,2017-08-12,['BNB Chain'],adshares
245,DVPN/USDT,2024-09-27,0.0007012,-0.22766078542969986,-2.516335326011393,-2.516335326011393,-2.516335326011393,-25.955649419218584,-4.702364773036147,49086.27888047378,830.0,DVPN/USDT,3.7,"['Osmosis', 'Ethereum', 'Polygon']",No tags available for this,,https://coinmarketcap.com/currencies/sentinel,No tags available for this,No tags available for this,2018-04-17,"['Cosmos Ecosystem', 'Injective Ecosystem']",sentinel
99,HTR/USDT,2024-09-22,0.03417,0.7073386383731127,-2.5106990014265302,-9.865470852017937,-9.865470852017937,-25.458115183246072,-3.746478873239431,55356.676229288,806.0,HTR/USDT,3.9,[],"['Platform', 'DeFi', 'Smart Contracts', 'Exnetwork Capital Portfolio', 'Real World Assets']","['Real Estate', 'Agriculture', 'Platform']",https://coinmarketcap.com/currencies/hathor,['PoW'],['Mineable'],2020-05-07,No tags available for this,hathor
454,TRAC/USDT,2024-09-25,0.4694,6.079096045197736,-2.4927295388450377,-2.4927295388450377,-6.587064676616909,-26.229765833726233,-4.184527454582572,122869.08626328,237.0,TRAC/USDT,3.6,"['Ethereum', 'Gnosis Chain']","['Interoperability', 'Smart Contracts', 'Opensource', 'Layer 1']","['Marketplace', 'Logistics', 'AI & Big Data', 'Data Provenance', 'Privacy', 'Interoperability', 'Ethereum Ecosystem', 'Polkadot Ecosystem', 'Polygon Ecosystem', 'Web3', 'Opensource', 'Generative AI', 'Real World Assets']",https://coinmarketcap.com/currencies/origintrail,No tags available for this,No tags available for this,2018-01-25,"['Ethereum Ecosystem', 'Polkadot Ecosystem', 'Polygon Ecosystem']",origintrail
337,GARI/USDT,2024-09-30,0.00825,5.095541401273899,-2.4822695035461004,-2.4822695035461004,-2.4822695035461004,-11.003236245954692,-4.624277456647391,12703.532155885,925.0,GARI/USDT,3.6,"['Solana', 'Aptos']","['Collectibles & NFTs', 'Galaxy Digital Portfolio', 'Alameda Research Portfolio', 'SolRazr']","['Communications & Social Media', 'Collectibles & NFTs', 'Social Token', 'Solana Ecosystem', 'Aptos Ecosystem']",https://coinmarketcap.com/currencies/gari,No tags available for this,No tags available for this,2021-10-21,['Solana Ecosystem'],gari
406,CCD/USDT,2024-09-19,0.00358,1.9362186788154874,-2.4788885862162884,-2.4788885862162884,-2.4788885862162884,-18.673330304407084,-3.0335861321776845,75960.0745261871,506.0,CCD/USDT,4.0,[],['Layer 1'],"['DPoS', 'Zero Knowledge Proofs', 'Layer 1']",https://coinmarketcap.com/currencies/concordium,No tags available for this,No tags available for this,2022-02-10,No tags available for this,concordium
639,NIBI/USDT,2024-09-27,0.06386,-2.459141591568658,-2.459141591568658,-10.40965207631874,-14.16666666666666,-17.95991778006167,-2.9483282674771996,23149.144024928,,,,,,,,,,,,
754,ROOBEE/USDT,2024-09-22,0.0004667,1.8995633187772913,-2.445652173913035,-2.445652173913035,-7.766798418972338,-39.287108104592164,-2.9124193883919203,90983.9783716,1163.0,ROOBEE/USDT,3.6,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'Avalanche C-Chain', 'Optimism', 'Arbitrum']",No tags available for this,"['Asset Management', 'DeFi', 'Identity', 'DApp', 'Ethereum Ecosystem', 'Yield Farming', 'BNB Smart Chain', 'DEX', 'Polygon Ecosystem', 'Web3', 'Arbitrum Ecosystem']",https://coinmarketcap.com/currencies/roobee,No tags available for this,No tags available for this,2019-10-17,"['Arbitrum Ecosystem', 'BNB Chain']",roobee
525,LYX/USDT,2024-09-19,1.466,0.7837206104771125,-2.429284525790348,-9.906588003933138,-11.146130068488997,-33.034898593093374,-2.9139072847682144,180446.3216808,230.0,LYX/USDT,no rating found,[],"['Collectibles & NFTs', 'Metaverse', 'Layer 1']",,https://coinmarketcap.com/currencies/lukso-network,No tags available for this,No tags available for this,2020-05-25,No tags available for this,lukso-network
173,PROM/USDT,2024-09-28,5.191,0.03854307188282481,-2.4248120300751963,-7.253886010362705,-8.593062158830787,-14.127377998345741,-3.6562731997030453,19073.461805,357.0,PROM/USDT,3.2,"['Ethereum', 'BNB Smart Chain (BEP20)']",No tags available for this,"['Marketplace', 'Collectibles & NFTs', 'Gaming', 'Metaverse', 'Play To Earn']",https://coinmarketcap.com/currencies/prom,No tags available for this,No tags available for this,2019-07-17,['BNB Chain'],prom
578,TURT/USDT,2024-09-28,0.00202,-1.4634146341463452,-2.4154589371980535,-12.173913043478256,-12.173913043478256,-28.36879432624113,-2.8846153846153717,8031.983137927,,,,,,,,,,,,
384,AURORA/USDT,2024-09-28,0.1201,-1.3147082990961414,-2.357723577235772,-7.686395080707145,-10.77265973254086,-19.12457912457912,-2.5162337662337704,29994.96895038,311.0,AURORA/USDT,4.3,"['Ethereum', 'Near']","['OKEx Blockdream Ventures Portfolio', 'DWF Labs Portfolio']",,https://coinmarketcap.com/currencies/aurora-near,No tags available for this,No tags available for this,2021-11-19,['Injective Ecosystem'],aurora-near
222,SKL/USDT,2024-09-28,0.04103,12.534284147010416,-2.356020942408388,-2.356020942408388,-2.356020942408388,-11.439671918843095,-5.08905852417303,277473.5805189149877,185.0,SKL/USDT,4.0,['Ethereum'],"['Platform', 'Scaling', 'Smart Contracts', 'Staking', 'Layer 2', 'Arrington XRP Capital Portfolio', 'BoostVC Portfolio', 'Galaxy Digital Portfolio', 'Hashkey Capital Portfolio']","['PoS', 'Platform', 'Services', 'AI & Big Data', 'Enterprise Solutions', 'Distributed Computing', 'Filesharing', 'Interoperability', 'Scaling', 'Sharding', 'Smart Contracts', 'Staking', 'Ethereum Ecosystem', 'Storage', 'Software', 'Layer 2', 'Rollups', 'Sidechain', 'Governance', 'ETH 2.0 Staking', 'Arrington XRP Capital Portfolio', 'BoostVC Portfolio', 'Galaxy Digital Portfolio', 'Hashkey Capital Portfolio', 'Winklevoss Capital Portfolio', 'Multicoin Capital Portfolio', 'Web3', 'PoS+', 'Cross-Chain', 'Opensource']",https://coinmarketcap.com/currencies/skale-network,No tags available for this,No tags available for this,2020-06-12,No tags available for this,skale-network
428,ACQ/USDT,2024-09-27,0.006474,11.620689655172416,-2.352941176470587,-2.352941176470587,-2.352941176470587,-27.299270072992705,-3.718024985127903,41520.3167350009,1601.0,ACQ/USDT,4.2,['Ethereum'],['Real World Assets'],"['Platform', 'Crowdfunding', 'Launchpad', 'Web3']",https://coinmarketcap.com/currencies/acquire-fi,No tags available for this,No tags available for this,2022-05-17,No tags available for this,acquire-fi
768,EGP/USDT,2024-09-27,3.0399,9.962018448182306,-2.3450801503421235,-2.3450801503421235,-3.5472919376844283,,-7.702817585620606,51006.528947,,,,,,,,,,,,
719,SMH/USDT,2024-09-27,0.335,-1.4705882352941189,-2.3323615160349873,-6.944444444444435,-12.760416666666663,-47.98136645962733,-2.6162790697674283,36200.02844,,,,,,,,,,,,
70,LTC/USDT,2024-10-18,72.82,-0.07272926872780244,-2.3219004439913733,-2.3219004439913733,-2.3219004439913733,-2.3219004439913733,-2.7159900070805465,4671886.187304942,17.0,LTC/USDT,3.8,"['HECO', 'BNB Smart Chain (BEP20)', 'Hoo Smart Chain']",No tags available for this,,https://coinmarketcap.com/currencies/litecoin,"['PoW', 'Scrypt']",['Mineable'],2013-04-28,No tags available for this,litecoin
253,FLAME/USDT,2024-09-29,0.02536,-0.4709576138147511,-2.3112480739599377,-4.804804804804804,-17.582060448488782,-18.272639381243952,-9.396212933190426,63055.830521906,2839.0,FLAME/USDT,3.8,['Polygon'],No tags available,"['Ethereum Ecosystem', 'BNB Smart Chain', 'Solana Ecosystem']",https://coinmarketcap.com/currencies/firestarter,No tags available,No tags available,2021-10-13,No tags available,firestarter
290,OM/USDT,2024-10-15,1.54034,-0.04736968469958519,-2.311038952802549,-2.311038952802549,-3.782872134424383,-3.782872134424383,-3.107426371607929,199686.079508576,756.0,OM/USDT,4.0,"['Ethereum', 'Polygon', 'BNB Smart Chain (BEP20)']","['DeFi', 'DAO', 'Kenetic Capital Portfolio', 'Exnetwork Capital Portfolio']",,https://coinmarketcap.com/currencies/mantra,No tags available for this,No tags available for this,2020-08-11,"['Polygon Ecosystem', 'BNB Chain']",mantra
561,WORK/USDT,2024-09-27,0.1363,1.640566741237888,-2.2939068100358484,-12.907348242811498,-12.907348242811498,-23.85474860335195,-3.6067892503536023,115016.22422744,2278.0,WORK/USDT,no rating found,['BNB Smart Chain (BEP20)'],No tags available,"['Education', 'AI & Big Data', 'Jobs', 'Ethereum Ecosystem', 'Binance Chain', 'Web3']",https://coinmarketcap.com/currencies/work-x,No tags available,No tags available,2023-11-24,No tags available,work-x
505,TENET/USDT,2024-10-02,0.00426,0.9478672985782015,-2.2935779816513824,-7.391304347826087,-9.36170212765958,-35.45454545454545,-4.054054054054065,21067.6475484,2377.0,TENET/USDT,4.0,['Ethereum'],"['DeFi', 'Liquid Staking Derivatives']",,https://coinmarketcap.com/currencies/tenet-protocol,No tags available for this,No tags available for this,2023-05-23,No tags available for this,tenet-protocol
325,PEOPLE/USDT,2024-10-15,0.08436,7.110208227526674,-2.281941387698366,-3.223586096133983,-8.064516129032247,-8.064516129032247,-2.8558268079226115,728291.50725801,429.0,PEOPLE/USDT,4.2,"['Ethereum', 'Solana']",No tags available,,https://coinmarketcap.com/currencies/constitutiondao,No tags available,No tags available,2021-11-19,No tags available,constitutiondao
238,DMTR/USDT,2024-09-25,0.0943,2.4999999999999964,-2.2797927461139973,-2.2797927461139973,-5.416248746238718,-18.071242397914858,-3.971486761710795,102072.736343,793.0,DMTR/USDT,4.2,['Ethereum'],No tags available for this,,https://coinmarketcap.com/currencies/dimitra,No tags available for this,No tags available for this,2021-09-21,No tags available for this,dimitra
443,AZERO/USDT,2024-09-28,0.4003,3.276573787409698,-2.270507812500007,-2.270507812500007,-2.270507812500007,-10.226508185691866,-2.6270980296764854,255150.88274838,222.0,AZERO/USDT,4.1,[],"['Platform', 'Zero Knowledge Proofs', 'Smart Contracts', 'Staking', 'Substrate', 'Exnetwork Capital Portfolio', 'PetRock Capital Portfolio']","['DAG', 'DPoS', 'PoS', 'Zero Knowledge Proofs', 'Smart Contracts', 'Staking', 'Software', 'Layer 1']",https://coinmarketcap.com/currencies/aleph-zero,No tags available for this,No tags available for this,2021-09-20,"['Polkadot', 'Polkadot Ecosystem']",aleph-zero
674,DEGEN/USDT,2024-10-02,0.0091,8.721624850657104,-2.2556390977443623,-6.857727737973375,-23.46509671993271,-24.103419516263553,-3.1914893617021267,450753.803488,2892.0,DEGEN/USDT,no rating found,"['BNB Smart Chain (BEP20)', 'Arbitrum']",No tags available,,https://coinmarketcap.com/currencies/degenreborn,No tags available,No tags available,2023-04-10,No tags available,degenreborn
252,PUSH/USDT,2024-09-29,0.0739,-0.6720430107526888,-2.2486772486772577,-6.099110546378669,-8.652657601977758,-23.419689119170993,-2.2486772486772577,46076.17894388,849.0,PUSH/USDT,4.0,"['Ethereum', 'Polygon']","['Platform', 'DeFi', 'Interoperability', 'DAO', 'Governance', 'Binance Labs Portfolio', 'Polkastarter']","['Communications & Social Media', 'Ethereum Ecosystem', 'BNB Smart Chain', 'ParaFi Capital', 'Polygon Ecosystem', 'Cross-Chain']",https://coinmarketcap.com/currencies/epns,No tags available for this,No tags available for this,2021-04-13,"['Ethereum Ecosystem', 'Polygon Ecosystem']",epns
441,ECOX/USDT,2024-10-05,0.1006,0.29910269192422206,-2.235179786200204,-15.81589958158996,-16.996699669967004,-28.398576512455527,-4.824976348155163,256.14605909,3557.0,ECOX/USDT,3.6,['Ethereum'],No tags available,,https://coinmarketcap.com/currencies/ecox,No tags available,No tags available,2022-11-07,No tags available,ecox
377,MV/USDT,2024-09-29,0.0079,-1.618929016189289,-2.2277227722772226,-5.502392344497591,-6.064209274673008,-20.999999999999993,-2.948402948402935,27550.07605966,932.0,MV/USDT,4.3,"['Ethereum', 'Polygon']",['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/gensokishis-metaverse,No tags available for this,No tags available for this,2022-01-28,No tags available for this,gensokishis-metaverse
276,CERE/USDT,2024-09-24,0.002261,-1.0070052539404561,-2.2058823529411695,-2.752688172043003,-4.478242501056197,-24.000000000000004,-2.2058823529411695,10828.451724426,1009.0,CERE/USDT,3.6,['Ethereum'],"['Substrate', 'Social Token', 'Binance Labs Portfolio', 'Polkastarter', 'DAO Maker', 'Arrington XRP Capital Portfolio', 'OKEx Blockdream Ventures Portfolio']",,https://coinmarketcap.com/currencies/cere-network,No tags available for this,No tags available for this,2021-11-08,No tags available for this,cere-network
287,CWAR/USDT,2024-09-27,0.004,29.032258064516135,-2.2004889975550075,-22.928709055876688,-26.60550458715596,-52.88574793875147,-2.2004889975550075,2782.246194249,1051.0,CWAR/USDT,3.6,['Solana'],"['Collectibles & NFTs', 'Metaverse', 'Play To Earn', 'BullPerks Launchpad']","['Collectibles & NFTs', 'Gaming', 'Solana Ecosystem', 'Metaverse', 'Play To Earn']",https://coinmarketcap.com/currencies/cryowar,No tags available for this,No tags available for this,2021-10-14,['Solana Ecosystem'],cryowar
546,VRTX/USDT,2024-09-30,0.0628,-2.1806853582554497,-2.1806853582554497,-10.157367668097294,-10.157367668097294,-22.944785276073628,-2.1806853582554497,11717.15378752,498.0,VRTX/USDT,no rating found,"['Arbitrum', 'Ethereum']","['Decentralized Exchange (DEX) Token', 'AMM', 'DEX']",,https://coinmarketcap.com/currencies/vertex-protocol,No tags available for this,No tags available for this,2022-10-24,"['Ethereum Ecosystem', 'Arbitrum Ecosystem']",vertex-protocol
756,SLF/USDT,2024-09-22,0.3279,0.09157509157509844,-2.177804295942713,-11.017639077340561,-13.322759714512292,-42.29144667370644,-5.884041331802516,22031.252286,,,,,,,,,,,,
536,TIA/USDT,2024-09-25,6.1209,3.0905783676356577,-2.167345960201393,-2.167345960201393,-4.81899608135846,-8.447881298891664,-3.3246991186783426,2538787.19562808128,38.0,TIA/USDT,3.8,['Osmosis'],"['Platform', 'Modular Blockchain', 'eGirl Capital Portfolio']",,https://coinmarketcap.com/currencies/celestia,No tags available for this,No tags available for this,2023-10-31,No tags available for this,celestia
85,BCH/USDT,2024-10-15,367.13,0.9819562108042671,-2.1638907395069964,-2.1638907395069964,-3.6707598656591123,-3.6707598656591123,-2.7495960371910666,1557762.900393,19.0,BCH/USDT,3.6,"['HECO', 'BNB Smart Chain (BEP20)']","['Store Of Value', 'Layer 1']",,https://coinmarketcap.com/currencies/bitcoin-cash,"['PoW', 'SHA-256']",['Mineable'],2017-07-23,['Bitcoin Ecosystem'],bitcoin-cash
286,DPR/USDT,2024-10-17,0.001912,-0.46850598646537706,-2.1494370522006108,-2.1994884910485966,-2.1994884910485966,-2.1994884910485966,-4.304304304304311,112346.8672913958,926.0,DPR/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']",No tags available for this,"['PoC', 'Cybersecurity', 'Hardware', 'Marketplace', 'AI & Big Data', 'Enterprise Solutions', 'Collectibles & NFTs', 'DeFi', 'Filesharing', 'IoT', 'Payments', 'Reputation', 'Sharing Economy', 'Staking', 'DApp', 'Substrate', 'Polkadot', 'Polkadot Ecosystem', 'Layer 2', 'Poolz Finance Portfolio', 'Web3', 'Token']",https://coinmarketcap.com/currencies/deeper-network,No tags available for this,No tags available for this,2021-03-20,No tags available for this,deeper-network
770,LAY3R/USDT,2024-10-04,0.2235,-2.0166593599298523,-2.145359019264443,-8.514121981170685,-17.92141020932794,,-2.273721031919538,3421.195424,,,,,,,,,,,,
497,SUIP/USDT,2024-10-08,0.11665,5.346337939131228,-2.1392617449664404,-2.1392617449664404,-23.317118064685776,-34.46261025900332,-2.1392617449664404,48812.719992107,2542.0,SUIP/USDT,no rating found,['Sui Network'],No tags available,,https://coinmarketcap.com/currencies/suipad,No tags available,No tags available,2023-05-11,No tags available,suipad
180,ABBC/USDT,2024-09-21,0.00607,-1.7799352750809037,-2.0967741935483857,-5.598755832037326,-5.598755832037326,-23.55163727959697,-2.724358974358975,5294.53998322,395.0,ABBC/USDT,3.5,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Fantom', 'Polygon', 'Avalanche C-Chain']",['Platform'],,https://coinmarketcap.com/currencies/abbc-coin,['DPoS'],No tags available for this,2018-10-12,No tags available for this,abbc-coin
538,MEME/USDT,2024-10-15,0.013226,4.35537320498659,-2.0876517619188575,-5.710415627005059,-14.604855371900827,-14.604855371900827,-3.537305812850991,586336.2457806438,157.0,MEME/USDT,4.4,['Ethereum'],"['Collectibles & NFTs', 'Binance Launchpool']",,https://coinmarketcap.com/currencies/meme,No tags available for this,No tags available for this,2023-11-03,No tags available for this,meme
